sinh(-2*x)	-2*x - 4*x**3/3
-tanh(-9*x+9)/(8*x+8)*cosh(7*x-6)	-cosh(6)*tanh(9)/8 + x*(-9*cosh(6)*tanh(9)**2/8 + cosh(6)*tanh(9)/8 + 7*sinh(6)*tanh(9)/8 + 9*cosh(6)/8) + x**2*(-81*cosh(6)*tanh(9)**3/8 - 63*sinh(6)/8 - 9*cosh(6)/8 - 7*sinh(6)*tanh(9)/8 + 9*cosh(6)*tanh(9)**2/8 + 111*cosh(6)*tanh(9)/16 + 63*sinh(6)*tanh(9)**2/8) + x**3*(-729*cosh(6)*tanh(9)**4/8 - 3017*sinh(6)*tanh(9)/48 - 63*sinh(6)*tanh(9)**2/8 - 111*cosh(6)*tanh(9)/16 - 27*cosh(6)/16 + 63*sinh(6)/8 + 81*cosh(6)*tanh(9)**3/8 + 567*sinh(6)*tanh(9)**3/8 + 1485*cosh(6)*tanh(9)**2/16) + x**4*(-6561*cosh(6)*tanh(9)**5/8 - 12453*sinh(6)*tanh(9)**2/16 - 58417*cosh(6)*tanh(9)/192 - 1485*cosh(6)*tanh(9)**2/16 - 567*sinh(6)*tanh(9)**3/8 + 27*cosh(6)/16 + 3017*sinh(6)*tanh(9)/48 + 729*cosh(6)*tanh(9)**4/8 + 2247*sinh(6)/16 + 5103*sinh(6)*tanh(9)**4/8 + 17739*cosh(6)*tanh(9)**3/16)
(4*x/8)*tanh(3*x**3-6)	-x*tanh(6)/2 + x**4*(3/2 - 3*tanh(6)**2/2)
-(8*x-3)*cosh(3*x+8)	3*cosh(8) + x*(-8*cosh(8) + 9*sinh(8)) + x**2*(-24*sinh(8) + 27*cosh(8)/2) + x**3*(-36*cosh(8) + 27*sinh(8)/2) + x**4*(-36*sinh(8) + 81*cosh(8)/8)
(2*x**2+2)*tanh(6*x/5)/(8*x**2-6)*exp(-6*x**2-6)/exp(-9*x**3+2)	-2*x*exp(-8)/5 + 622*x**3*exp(-8)/375 - 18*x**4*exp(-8)/5
(9*x**2-8)*tan(9*x-3)-(3*x**2-5)*exp(2*x**3+9)	5*exp(9) + 8*tan(3) + x*(-72 - 72*tan(3)**2) + x**2*(-3*exp(9) + 639*tan(3) + 648*tan(3)**3) + x**3*(-1863 - 7695*tan(3)**2 - 5832*tan(3)**4 + 10*exp(9)) + x**4*(34263*tan(3) + 86751*tan(3)**3 + 52488*tan(3)**5)
-exp(9*x**3+2)/(3*x**3+2)*cosh(5*x/9)+ln(7*x/2)	log(7/2) - exp(2)/2 + log(x) - 25*x**2*exp(2)/324 - 15*x**3*exp(2)/4 - 625*x**4*exp(2)/314928
(5*x**3+5)*ln(6*x**2/4)	x**3*(10*log(x) - 5*log(2) + 5*log(3)) + 10*log(x) - 5*log(2) + 5*log(3)
(5*x+4)*cos(-7*x-4)-sin(4*x**3/4)	4*cos(4) + x*(5*cos(4) - 28*sin(4)) + x**2*(-35*sin(4) - 98*cos(4)) + x**3*(686*sin(4)/3 - 1 - 245*cos(4)/2) + x**4*(2401*cos(4)/6 + 1715*sin(4)/6)
(7*x+8)*ln(-2*x**2+7)	8*log(7) + 7*x*log(7) - 16*x**2/7 - 2*x**3 - 16*x**4/49
(9*x**3-6)*sin(2*x)+tan(8*x**2-3)	-tan(3) - 12*x + x**2*(8*tan(3)**2 + 8) + 8*x**3 + x**4*(-64*tan(3)**3 - 64*tan(3) + 18)
(5*x**3/3)*cos(-3*x**3-5)+cosh(5*x**3-3)+(7*x-6)*exp(2*x**3+9)	cosh(3) - 6*exp(9) + 7*x*exp(9) + x**3*(-12*exp(9) - 5*sinh(3) + 5*cos(5)/3) + 14*x**4*exp(9)
exp(7*x**3/4)-tanh(6*x**3+1)/(5*x**3/8)*cosh(-2*x**2-1)	-8*cosh(1)*tanh(1)/(5*x**3) - 16*sinh(1)*tanh(1)/(5*x) + 48*cosh(1)*tanh(1)**2/5 + 1 - 48*cosh(1)/5 - 16*x*cosh(1)*tanh(1)/5 + x**2*(-96*sinh(1)/5 + 96*sinh(1)*tanh(1)**2/5) + x**3*(-288*cosh(1)*tanh(1)**3/5 - 32*sinh(1)*tanh(1)/15 + 7/4 + 288*cosh(1)*tanh(1)/5) + x**4*(-96*cosh(1)/5 + 96*cosh(1)*tanh(1)**2/5)
-(9*x**2/7)*cosh(5*x**3/4)-(8*x+8)*sin(-4*x**2-3)+ln(9*x**3+4)	log(4) + 8*sin(3) + 8*x*sin(3) + x**2*(32*cos(3) - 9/7) + x**3*(32*cos(3) + 9/4) - 64*x**4*sin(3)
-(8*x**2+5)*exp(-3*x+3)/cos(5*x-5)	-5*exp(3)/cos(5) + x*(25*exp(3)*sin(5)/cos(5)**2 + 15*exp(3)/cos(5)) + x**2*(-5*(25/2 + 25*sin(5)**2/cos(5)**2)*exp(3)/cos(5) - 61*exp(3)/(2*cos(5)) - 75*exp(3)*sin(5)/cos(5)**2) + x**3*(-5*(-625*sin(5)/(6*cos(5)) - 125*sin(5)**3/cos(5)**3)*exp(3)/cos(5) + 305*exp(3)*sin(5)/(2*cos(5)**2) + 93*exp(3)/(2*cos(5)) + 15*(25/2 + 25*sin(5)**2/cos(5)**2)*exp(3)/cos(5)) + x**4*(-5*(3125/24 + 4375*sin(5)**2/(6*cos(5)**2) + 625*sin(5)**4/cos(5)**4)*exp(3)/cos(5) - 61*(25/2 + 25*sin(5)**2/cos(5)**2)*exp(3)/(2*cos(5)) - 423*exp(3)/(8*cos(5)) - 465*exp(3)*sin(5)/(2*cos(5)**2) + 15*(-625*sin(5)/(6*cos(5)) - 125*sin(5)**3/cos(5)**3)*exp(3)/cos(5))
(9*x+8)*exp(-8*x+7)-(9*x/6)*tan(3*x/3)-(2*x**2/6)*cos(9*x**3-7)	8*exp(7) - 55*x*exp(7) + x**2*(-3/2 - cos(7)/3 + 184*exp(7)) - 1184*x**3*exp(7)/3 + x**4*(-1/2 + 1792*exp(7)/3)
-cosh(-3*x**3-2)/(3*x-6)*tanh(3*x**2-5)/(7*x**2-2)*tanh(8*x**2+1)	cosh(2)*tanh(1)*tanh(5)/12 + x*cosh(2)*tanh(1)*tanh(5)/24 + x**2*(-2*cosh(2)*tanh(1)**2*tanh(5)/3 - cosh(2)*tanh(1)/4 + cosh(2)*tanh(1)*tanh(5)**2/4 + 5*cosh(2)*tanh(1)*tanh(5)/16 + 2*cosh(2)*tanh(5)/3) + x**3*(-cosh(2)*tanh(1)**2*tanh(5)/3 - cosh(2)*tanh(1)/8 + cosh(2)*tanh(1)*tanh(5)**2/8 + 5*cosh(2)*tanh(1)*tanh(5)/32 + sinh(2)*tanh(1)*tanh(5)/4 + cosh(2)*tanh(5)/3) + x**4*(-319*cosh(2)*tanh(1)*tanh(5)/64 - 2*cosh(2) - 5*cosh(2)*tanh(1)**2*tanh(5)/2 - 2*cosh(2)*tanh(1)**2*tanh(5)**2 - 15*cosh(2)*tanh(1)/16 + sinh(2)*tanh(1)*tanh(5)/8 + 3*cosh(2)*tanh(1)*tanh(5)**3/4 + 15*cosh(2)*tanh(1)*tanh(5)**2/16 + 2*cosh(2)*tanh(1)**2 + 2*cosh(2)*tanh(5)**2 + 16*cosh(2)*tanh(1)**3*tanh(5)/3 + 5*cosh(2)*tanh(5)/2)
(5*x-3)*tan(-9*x+7)-(3*x-2)*cosh(-9*x+8)/sinh(-6*x**2-6)	-3*tan(7) - 2*cosh(8)/sinh(6) + x*(5*tan(7) + 27*tan(7)**2 + 3*cosh(8)/sinh(6) + 27 + 18*sinh(8)/sinh(6)) + x**2*(-81*cosh(8)/sinh(6) - 243*tan(7) - 27*sinh(8)/sinh(6) - 243*tan(7)**3 - 45 - 45*tan(7)**2 + 12*cosh(6)*cosh(8)/sinh(6)**2) + x**3*(-108*sinh(8)*cosh(6)/sinh(6)**2 - 18*cosh(6)*cosh(8)/sinh(6)**2 + 405*tan(7)**3 + 405*tan(7) + 729 + 243*cosh(8)/(2*sinh(6)) + 2187*tan(7)**4 + 243*sinh(8)/sinh(6) + 2916*tan(7)**2) + x**4*(-32805*tan(7)**3 - 13122*tan(7) - 19683*tan(7)**5 - 2187*cosh(8)/(4*sinh(6)) - 4860*tan(7)**2 - 729*sinh(8)/(2*sinh(6)) - 3645*tan(7)**4 - 1215 - 2*(-18 + 36*cosh(6)**2/sinh(6)**2)*cosh(8)/sinh(6) + 162*sinh(8)*cosh(6)/sinh(6)**2 + 486*cosh(6)*cosh(8)/sinh(6)**2)
(2*x**2-6)*exp(7*x**2-1)/exp(8*x)	-6*exp(-1) + 48*x*exp(-1) - 232*x**2*exp(-1) + 832*x**3*exp(-1) - 2437*x**4*exp(-1)
(2*x**2+9)*exp(-4*x-7)-sin(3*x+5)+(5*x-6)*sinh(-8*x/5)	-sin(5) + 9*exp(-7) + x*(-3*cos(5) - 36*exp(-7) + 48/5) + x**2*(-8 + 9*sin(5)/2 + 74*exp(-7)) + x**3*(-104*exp(-7) + 9*cos(5)/2 + 512/125) + x**4*(-256/75 + 112*exp(-7) - 27*sin(5)/8)
(8*x**2+3)*ln(-6*x**2+9)+(7*x**3/4)*ln(3*x**3/9)+(3*x/9)*exp(-8*x**2-8)	3*log(9) + x*exp(-8)/3 + x**2*(-2 + 8*log(9)) + x**3*(21*log(x)/4 - 7*log(3)/4 - 8*exp(-8)/3) - 6*x**4
-exp(4*x/8)-exp(2*x**3+4)+(5*x**2-5)*cos(-6*x**2/3)	-6 - exp(4) - x/2 + 39*x**2/8 + x**3*(-2*exp(4) - 1/48) + 3839*x**4/384
(5*x**3+7)*exp(-5*x**2/9)	7 - 35*x**2/9 + 5*x**3 + 175*x**4/162
exp(2*x**3/7)-tanh(-6*x**3-2)	1 + tanh(2) + x**3*(44/7 - 6*tanh(2)**2)
(5*x-7)*exp(6*x**3-6)	-7*exp(-6) + 5*x*exp(-6) - 42*x**3*exp(-6) + 30*x**4*exp(-6)
-sin(-2*x-3)/exp(-2*x**2-7)-sinh(-3*x**3-3)	exp(7)*sin(3) + sinh(3) + 2*x*exp(7)*cos(3) + x**3*(8*exp(7)*cos(3)/3 + 3*cosh(3)) - 4*x**4*exp(7)*sin(3)/3
-(5*x**3-3)*sin(-7*x**3-5)	-3*sin(5) + x**3*(-21*cos(5) + 5*sin(5))
-(4*x**3+6)*cos(-5*x-1)-sin(7*x+3)	-sin(3) - 6*cos(1) + x*(-7*cos(3) + 30*sin(1)) + x**2*(49*sin(3)/2 + 75*cos(1)) + x**3*(-125*sin(1) + 343*cos(3)/6 - 4*cos(1)) + x**4*(-625*cos(1)/4 - 2401*sin(3)/24 + 20*sin(1))
cosh(-3*x+7)	cosh(7) - 3*x*sinh(7) + 9*x**2*cosh(7)/2 - 9*x**3*sinh(7)/2 + 27*x**4*cosh(7)/8
exp(8*x**3+4)-(2*x**2+6)*exp(-6*x-9)/(8*x**3-5)*tan(9*x**3-1)	exp(4) - 6*exp(-9)*tan(1)/5 + 36*x*exp(-9)*tan(1)/5 - 22*x**2*exp(-9)*tan(1) + x**3*(54*exp(-9)/5 + 54*exp(-9)*tan(1)**2/5 + 1092*exp(-9)*tan(1)/25 + 8*exp(4)) + x**4*(-324*exp(-9)*tan(1)**2/5 - 1512*exp(-9)*tan(1)/25 - 324*exp(-9)/5)
-tanh(5*x+9)	-tanh(9) + x*(-5 + 5*tanh(9)**2) + x**2*(-25*tanh(9)**3 + 25*tanh(9)) + x**3*(-500*tanh(9)**2/3 + 125/3 + 125*tanh(9)**4) + x**4*(-625*tanh(9)**5 - 1250*tanh(9)/3 + 3125*tanh(9)**3/3)
-(6*x**2/7)*exp(-6*x**2/9)/(2*x**2-7)*tan(6*x**3/3)	O(x**5)
sin(-8*x**3/5)+ln(2*x)	log(2) + log(x) - 8*x**3/5
ln(-4*x+3)+cos(-9*x**2-5)+cos(2*x**2/9)	log(3) + 1 + cos(5) - 4*x/3 + x**2*(-8/9 - 9*sin(5)) - 64*x**3/81 + x**4*(-81*cos(5)/2 - 22/27)
(3*x**2-4)*cosh(5*x**3-1)+(3*x**2-2)*cosh(8*x**3-9)	-4*cosh(1) - 2*cosh(9) + x**2*(3*cosh(1) + 3*cosh(9)) + x**3*(20*sinh(1) + 16*sinh(9))
-(3*x**2+3)*exp(4*x+3)-exp(8*x**3/6)	-1 - 3*exp(3) - 12*x*exp(3) - 27*x**2*exp(3) + x**3*(-44*exp(3) - 4/3) - 56*x**4*exp(3)
-tanh(-5*x**3-3)-(4*x**2+9)*exp(3*x/6)	tanh(3) - 9 - 9*x/2 - 41*x**2/8 + x**3*(45/16 - 5*tanh(3)**2) - 67*x**4/128
exp(-7*x**2-4)	exp(-4) - 7*x**2*exp(-4) + 49*x**4*exp(-4)/2
-(6*x**2/8)*ln(3*x**3/3)	-9*x**2*log(x)/4
-exp(-2*x**3+6)	-exp(6) + 2*x**3*exp(6)
exp(7*x**3+1)	E + 7*E*x**3
(8*x**3-3)*sin(-2*x**2/9)	2*x**2/3
(2*x+7)*tan(-7*x**3/2)	-49*x**3/2 - 7*x**4
(6*x**3-2)*exp(7*x**3+9)	-2*exp(9) - 8*x**3*exp(9)
-cosh(9*x-6)-exp(-6*x**3+4)/(3*x**3+4)*cosh(-3*x**3/7)	-exp(4)/4 - cosh(6) + 9*x*sinh(6) - 81*x**2*cosh(6)/2 + x**3*(27*exp(4)/16 + 243*sinh(6)/2) - 2187*x**4*cosh(6)/8
-(9*x**2/6)*tanh(-8*x**2-5)-tanh(7*x**3+8)	-tanh(8) + 3*x**2*tanh(5)/2 + x**3*(-7 + 7*tanh(8)**2) + x**4*(12 - 12*tanh(5)**2)
-(2*x-5)*exp(-5*x**3+6)/sin(-2*x**3/8)	-20*exp(6)/x**3 + 8*exp(6)/x**2 + 100*exp(6) - 40*x*exp(6) - 6005*x**3*exp(6)/24 + 1201*x**4*exp(6)/12
(2*x)*tanh(-9*x**3-4)/tan(6*x**3-4)+(5*x**2/6)*cos(-8*x+9)	2*x*tanh(4)/tan(4) + 5*x**2*cos(9)/6 + 20*x**3*sin(9)/3 + x**4*(-18*tanh(4)**2/tan(4) + 18/tan(4) + 2*(6/tan(4) + 6*tan(4))*tanh(4)/tan(4) - 80*cos(9)/3)
(6*x**2-3)*cosh(8*x**2+3)	-3*cosh(3) + x**2*(-24*sinh(3) + 6*cosh(3)) + x**4*(-96*cosh(3) + 48*sinh(3))
(5*x+2)*exp(4*x**3-9)-(6*x**3/3)*exp(-5*x**2+6)	2*exp(-9) + 5*x*exp(-9) + x**3*(-2*exp(6) + 8*exp(-9)) + 20*x**4*exp(-9)
sin(2*x**3/9)	2*x**3/9
cos(3*x**3/5)	1
(4*x**3+6)*cos(-4*x**2-7)/(2*x+3)*cos(8*x**2+7)-(3*x**2/9)*sinh(-9*x**2-7)	2*cos(7)**2 - 4*x*cos(7)**2/3 + x**2*(-24*sin(7)*cos(7) + 8*cos(7)**2/9 + sinh(7)/3) + x**3*(20*cos(7)**2/27 + 16*sin(7)*cos(7)) + x**4*(-6520*cos(7)**2/81 - 32*sin(7)*cos(7)/3 + 64*sin(7)**2 + 3*cosh(7))
cos(9*x-9)-exp(-8*x/6)	cos(9) - 1 + x*(4/3 + 9*sin(9)) + x**2*(-8/9 - 81*cos(9)/2) + x**3*(32/81 - 243*sin(9)/2) + x**4*(2187*cos(9)/8 - 32/243)
cos(2*x-2)-(9*x**2-7)*exp(-4*x/8)/(9*x-2)*exp(-9*x+4)	cos(2) - 7*exp(4)/2 + x*(2*sin(2) + 35*exp(4)/2) + x**2*(-1195*exp(4)/16 - 2*cos(2)) + x**3*(-4*sin(2)/3 + 2911*exp(4)/24) + x**4*(-337111*exp(4)/768 + 2*cos(2)/3)
cos(7*x**3+8)	cos(8) - 7*x**3*sin(8)
-sin(-7*x**2)	7*x**2
(5*x+8)*sinh(7*x**2-1)+(7*x**3/2)*cosh(-7*x/4)+sinh(7*x**3-3)	-8*sinh(1) - sinh(3) - 5*x*sinh(1) + 56*x**2*cosh(1) + x**3*(7/2 + 35*cosh(1) + 7*cosh(3)) - 196*x**4*sinh(1)
exp(-4*x**2/7)/(5*x+1)*tanh(-3*x**2/3)+(3*x**3-8)*exp(6*x**3-8)	-8*exp(-8) - x**2 + x**3*(5 - 45*exp(-8)) - 171*x**4/7
sin(-6*x**3)	-6*x**3
(7*x-5)*exp(7*x-8)	-5*exp(-8) - 28*x*exp(-8) - 147*x**2*exp(-8)/2 - 343*x**3*exp(-8)/3 - 2401*x**4*exp(-8)/24
(7*x**2-3)*cos(-8*x-8)	-3*cos(8) + 24*x*sin(8) + 103*x**2*cos(8) - 312*x**3*sin(8) - 736*x**4*cos(8)
-tanh(8*x**3+1)	-tanh(1) + x**3*(-8 + 8*tanh(1)**2)
(2*x**2+7)*sinh(-4*x**3/8)-tan(-8*x**2-4)/sinh(-5*x**2+2)	tan(4)/sinh(2) + x**2*(5*tan(4)*cosh(2)/sinh(2)**2 + 8/sinh(2) + 8*tan(4)**2/sinh(2)) - 7*x**3/2 + x**4*((-25/2 + 25*cosh(2)**2/sinh(2)**2)*tan(4)/sinh(2) + 40*cosh(2)/sinh(2)**2 + 40*tan(4)**2*cosh(2)/sinh(2)**2 + 64*tan(4)/sinh(2) + 64*tan(4)**3/sinh(2))
-(3*x-8)*sin(-9*x/9)+(8*x**2+3)*cos(9*x/5)/(2*x**2+2)*ln(5*x**3/3)	3*log(5)/2 - 3*log(3)/2 + 9*log(x)/2 - 8*x + x**2*(21*log(x)/100 - 7*log(3)/100 + 7*log(5)/100 + 3) + 4*x**3/3 + x**4*(-176817*log(x)/10000 - 58939*log(5)/10000 - 1/2 + 58939*log(3)/10000)
-(9*x-7)*cosh(7*x**3-2)+(4*x**3/8)*ln(2*x/7)+sin(3*x**3)	7*cosh(2) - 9*x*cosh(2) + x**3*(log(x)/2 - 49*sinh(2) - log(7)/2 + log(2)/2 + 3) + 63*x**4*sinh(2)
exp(-3*x**2+1)/(9*x**2-9)*sinh(4*x**2/6)+cosh(-3*x**3+8)	cosh(8) - 2*E*x**2/27 - 3*x**3*sinh(8) + 4*E*x**4/27
exp(-6*x/5)	1 - 6*x/5 + 18*x**2/25 - 36*x**3/125 + 54*x**4/625
exp(7*x**3/4)+exp(-9*x**3-1)+(2*x**3-9)*exp(7*x**3+1)	1 + exp(-1) - 9*E + x**3*(-61*E - 9*exp(-1) + 7/4)
cos(-7*x**2/4)+(8*x**2-2)*sinh(-8*x**3+9)	1 - 2*sinh(9) + 8*x**2*sinh(9) + 16*x**3*cosh(9) - 49*x**4/32
tan(4*x+9)	tan(9) + x*(4*tan(9)**2 + 4) + x**2*(16*tan(9) + 16*tan(9)**3) + x**3*(64*tan(9)**4 + 256*tan(9)**2/3 + 64/3) + x**4*(512*tan(9)/3 + 1280*tan(9)**3/3 + 256*tan(9)**5)
sinh(2*x/3)-(6*x-9)*cosh(-9*x**2+8)	9*cosh(8) + x*(2/3 - 6*cosh(8)) - 81*x**2*sinh(8) + x**3*(4/81 + 54*sinh(8)) + 729*x**4*cosh(8)/2
(7*x/2)*ln(9*x+5)	7*x*log(5)/2 + 63*x**2/10 - 567*x**3/100 + 1701*x**4/250
cos(-2*x**2-3)/exp(3*x**3/8)/sin(-9*x**3+1)	cos(3)/sin(1) - 2*x**2*sin(3)/sin(1) + x**3*(9*cos(1)*cos(3)/sin(1)**2 - 3*cos(3)/(8*sin(1))) - 2*x**4*cos(3)/sin(1)
(7*x**3/5)*exp(-7*x**3+7)+(4*x/6)*sinh(-7*x+6)	2*x*sinh(6)/3 - 14*x**2*cosh(6)/3 + x**3*(7*exp(7)/5 + 49*sinh(6)/3) - 343*x**4*cosh(6)/9
-(7*x**3-7)*exp(-9*x-6)-(8*x**2+2)*exp(-9*x**3-7)-exp(7*x-9)	7*exp(-6) - exp(-9) - 2*exp(-7) + x*(-63*exp(-6) - 7*exp(-9)) + x**2*(-8*exp(-7) - 49*exp(-9)/2 + 567*exp(-6)/2) + x**3*(-1715*exp(-6)/2 - 343*exp(-9)/6 + 18*exp(-7)) + x**4*(-2401*exp(-9)/24 + 15813*exp(-6)/8)
(9*x**2+6)*exp(8*x-4)+(8*x**2/5)*tanh(8*x**2-8)	6*exp(-4) + 48*x*exp(-4) + x**2*(-8*tanh(8)/5 + 201*exp(-4)) + 584*x**3*exp(-4) + x**4*(-64*tanh(8)**2/5 + 64/5 + 1312*exp(-4))
-tan(-4*x)+(6*x**3+3)*cosh(-7*x**2-3)+(9*x-8)*sin(3*x**2/5)	3*cosh(3) + 4*x + x**2*(-24/5 + 21*sinh(3)) + x**3*(401/15 + 6*cosh(3)) + 147*x**4*cosh(3)/2
-(5*x**2+5)*exp(4*x+9)	-5*exp(9) - 20*x*exp(9) - 45*x**2*exp(9) - 220*x**3*exp(9)/3 - 280*x**4*exp(9)/3
tanh(6*x**3-7)-cos(-9*x+7)+cosh(-3*x**2-1)	cosh(1) - cos(7) - tanh(7) - 9*x*sin(7) + x**2*(3*sinh(1) + 81*cos(7)/2) + x**3*(-6*tanh(7)**2 + 6 + 243*sin(7)/2) + x**4*(-2187*cos(7)/8 + 9*cosh(1)/2)
-exp(-9*x**2-2)	-exp(-2) + 9*x**2*exp(-2) - 81*x**4*exp(-2)/2
tan(9*x**2-1)	-tan(1) + x**2*(9 + 9*tan(1)**2) + x**4*(-81*tan(1)**3 - 81*tan(1))
(3*x+8)*exp(6*x**2/2)/exp(7*x-1)	8*E - 53*E*x + 199*E*x**2 - 3257*E*x**3/6 + 7139*E*x**4/6
exp(-8*x**3+7)+(8*x**2-7)*tanh(8*x**3+6)/(7*x**3/9)*cosh(6*x**3-5)	-9*cosh(5)*tanh(6)/x**3 + 72*cosh(5)*tanh(6)/(7*x) + 72*cosh(5)*tanh(6)**2 + 54*sinh(5)*tanh(6) + exp(7) - 72*cosh(5) + x**2*(-576*cosh(5)*tanh(6)**2/7 - 432*sinh(5)*tanh(6)/7 + 576*cosh(5)/7) + x**3*(-576*cosh(5)*tanh(6)**3 - 432*sinh(5)*tanh(6)**2 - 8*exp(7) + 414*cosh(5)*tanh(6) + 432*sinh(5))
exp(5*x**3/3)	1 + 5*x**3/3
sin(9*x**2-5)	-sin(5) + 9*x**2*cos(5) + 81*x**4*sin(5)/2
exp(7*x**2+5)/(4*x**2/4)*tanh(8*x-4)-tanh(7*x/2)	-exp(5)*tanh(4)/x**2 + (-8*exp(5)*tanh(4)**2 + 8*exp(5))/x + 57*exp(5)*tanh(4) - 64*exp(5)*tanh(4)**3 + x*(-512*exp(5)*tanh(4)**4 - 344*exp(5)/3 - 7/2 + 1880*exp(5)*tanh(4)**2/3) + x**2*(-4096*exp(5)*tanh(4)**5 - 13843*exp(5)*tanh(4)/6 + 19136*exp(5)*tanh(4)**3/3) + x**3*(-32768*exp(5)*tanh(4)**6 - 162772*exp(5)*tanh(4)**2/5 + 343/24 + 16852*exp(5)/5 + 61952*exp(5)*tanh(4)**4) + x**4*(-18105248*exp(5)*tanh(4)**3/45 - 262144*exp(5)*tanh(4)**7 + 7328551*exp(5)*tanh(4)/90 + 1748992*exp(5)*tanh(4)**5/3)
tanh(-3*x**3/9)-(4*x/7)*cosh(-5*x**3-9)/(5*x+6)*cosh(5*x/9)	-2*x*cosh(9)/21 + 5*x**2*cosh(9)/63 + x**3*(-275*cosh(9)/3402 - 1/3) + x**4*(-10*sinh(9)/21 + 1375*cosh(9)/20412)
-(3*x**2+2)*exp(-9*x**3+4)-(6*x**2+8)*tanh(-6*x+6)	-8*tanh(6) - 2*exp(4) + x*(48 - 48*tanh(6)**2) + x**2*(-288*tanh(6)**3 - 3*exp(4) + 282*tanh(6)) + x**3*(-1728*tanh(6)**4 - 540 + 18*exp(4) + 2268*tanh(6)**2) + x**4*(-10368*tanh(6)**5 - 6696*tanh(6) + 17064*tanh(6)**3)
(2*x**2+6)*cosh(5*x**3/6)	6 + 2*x**2
ln(-6*x**2+2)+exp(-5*x+3)	exp(3) + log(2) - 5*x*exp(3) + x**2*(-3 + 25*exp(3)/2) - 125*x**3*exp(3)/6 + x**4*(-9/2 + 625*exp(3)/24)
(8*x**2+1)*cos(5*x**2/4)/tan(9*x-5)+(9*x**3-1)*exp(-3*x+7)	-1/tan(5) - exp(7) + x*(-(9*tan(5) + 9/tan(5))/tan(5) + 3*exp(7)) + x**2*(-9*exp(7)/2 - 8/tan(5) - (-81*tan(5)**2 - 81 + (-9/tan(5) - 9*tan(5))**2)/tan(5)) + x**3*(-(-(-9/tan(5) - 9*tan(5))**3 + 729*tan(5)**3 + 972*tan(5) + 243/tan(5) + 2*(81 + 81*tan(5)**2)*(-9/tan(5) - 9*tan(5)))/tan(5) - 8*(9*tan(5) + 9/tan(5))/tan(5) + 27*exp(7)/2) + x**4*(-243*exp(7)/8 + 25/(32*tan(5)) - 8*(-81*tan(5)**2 - 81 + (-9/tan(5) - 9*tan(5))**2)/tan(5) - (-3*(81 + 81*tan(5)**2)*(-9/tan(5) - 9*tan(5))**2 - 6561*tan(5)**4 - 10935*tan(5)**2 - 4374 + (81 + 81*tan(5)**2)**2 + (-9/tan(5) - 9*tan(5))**4 + 2*(-9/tan(5) - 9*tan(5))*(-243/tan(5) - 972*tan(5) - 729*tan(5)**3))/tan(5))
-exp(4*x**2-5)/exp(8*x**3/9)+(9*x**3+2)*tan(-8*x**2/9)	-exp(-5) + x**2*(-16/9 - 4*exp(-5)) + 8*x**3*exp(-5)/9 - 8*x**4*exp(-5)
(4*x+3)*tanh(-5*x**2+9)+exp(9*x**3-1)-(5*x**3+1)*sin(6*x**3+8)	3*tanh(9) + exp(-1) - sin(8) + 4*x*tanh(9) + x**2*(-15 + 15*tanh(9)**2) + x**3*(-20 - 5*sin(8) - 6*cos(8) + 9*exp(-1) + 20*tanh(9)**2) + x**4*(-75*tanh(9) + 75*tanh(9)**3)
(7*x**2-2)*sin(6*x-3)	2*sin(3) - 12*x*cos(3) - 43*x**2*sin(3) + 114*x**3*cos(3) + 234*x**4*sin(3)
(6*x**2+1)*sinh(8*x**2/3)	8*x**2/3 + 16*x**4
(5*x+3)*cos(-7*x+6)	3*cos(6) + x*(21*sin(6) + 5*cos(6)) + x**2*(-147*cos(6)/2 + 35*sin(6)) + x**3*(-245*cos(6)/2 - 343*sin(6)/2) + x**4*(-1715*sin(6)/6 + 2401*cos(6)/8)
tan(4*x**2-3)	-tan(3) + x**2*(4*tan(3)**2 + 4) + x**4*(-16*tan(3)**3 - 16*tan(3))
-(4*x/9)*tanh(7*x**2/7)-cos(7*x**3+4)	-cos(4) + x**3*(7*sin(4) - 4/9)
ln(4*x/7)/(5*x**3-9)*sinh(7*x**2+9)	log(7)*sinh(9)/9 - 2*log(2)*sinh(9)/9 - log(x)*sinh(9)/9 + x**2*(-7*log(x)*cosh(9)/9 - 14*log(2)*cosh(9)/9 + 7*log(7)*cosh(9)/9) + x**3*(-5*log(x)*sinh(9)/81 - 10*log(2)*sinh(9)/81 + 5*log(7)*sinh(9)/81) + x**4*(-49*log(x)*sinh(9)/18 - 49*log(2)*sinh(9)/9 + 49*log(7)*sinh(9)/18)
(5*x/7)*sin(-6*x+2)-tan(9*x**3-5)	tan(5) + 5*x*sin(2)/7 - 30*x**2*cos(2)/7 + x**3*(-9*tan(5)**2 - 90*sin(2)/7 - 9) + 180*x**4*cos(2)/7
-tanh(-5*x/3)	5*x/3 - 125*x**3/81
-(8*x**3-1)*exp(5*x-2)-(8*x-9)*cosh(8*x**3-3)	9*cosh(3) + exp(-2) + x*(-8*cosh(3) + 5*exp(-2)) + 25*x**2*exp(-2)/2 + x**3*(-72*sinh(3) + 77*exp(-2)/6) + x**4*(-335*exp(-2)/24 + 64*sinh(3))
